answer_equal,candidate,cap_hit_delta,exact_delta,example_id,malformed_delta,peft_answer,peft_cap_hit,peft_exact,peft_malformed,prompt_variant,text_equal,vllm_token_ids_answer,vllm_token_ids_cap_hit,vllm_token_ids_exact,vllm_token_ids_malformed
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,247,0.0,67-40+37,0.0,0.0,0.0,default,True,67-40+37,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,249,0.0,56+39+18,0.0,0.0,0.0,default,True,56+39+18,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,299,0.0,99*97-89,0.0,0.0,0.0,default,False,99*97-89*99,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,328,0.0,78-20+49,0.0,0.0,0.0,default,True,78-20+49,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,345,0.0,44-5*63/40,0.0,0.0,0.0,default,False,40-44+63-5,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,359,0.0,67+65+98-24,0.0,0.0,0.0,default,True,67+65+98-24,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,367,0.0,57-4-81/8,0.0,0.0,0.0,default,True,57-4-81/8,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,371,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,382,0.0,25*90-50*11,0.0,0.0,0.0,default,False,90+50+11-25,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,392,0.0,60*11+36,0.0,0.0,0.0,default,True,60*11+36,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,40,0.0,67-18-6,0.0,0.0,0.0,default,True,67-18-6,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,413,0.0,27*22+46-22,0.0,0.0,0.0,default,True,27*22+46-22,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,415,0.0,29*77-52,0.0,0.0,0.0,default,False,29*77-52*2,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,424,0.0,21+76-42,0.0,0.0,0.0,default,True,21+76-42,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,473,0.0,41-26+36,0.0,0.0,0.0,default,True,41-26+36,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,475,0.0,66+55-38-58,0.0,0.0,0.0,default,False,66+55+58-38,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,483,0.0,59-26+39-70,0.0,0.0,0.0,default,False,59-26-39+70,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,522,0.0,79-44+33,0.0,0.0,0.0,default,True,79-44+33,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,529,0.0,99+99-4+82,0.0,0.0,0.0,default,False,99+99+4-14,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,534,0.0,83*10+9*10+55-35,0.0,0.0,0.0,default,False,83*11,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,578,0.0,46*5-9,0.0,0.0,0.0,default,False,96-46+5*9,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,583,0.0,90 * 2 + 53 - 10,0.0,0.0,0.0,default,False,90*5+25,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,586,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,599,0.0,60-4*56/14,0.0,0.0,0.0,default,True,60-4*56/14,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,604,0.0,71+46-43*2,0.0,0.0,0.0,default,False,71+46+43-2,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,605,0.0,53+58-67+41,0.0,0.0,0.0,default,True,53+58-67+41,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,622,0.0,79+98=177,0.0,0.0,1.0,default,False,79+98=177 177+22=199,0.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,623,0.0,59-29+53,0.0,0.0,0.0,default,False,59-29+53-32,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,632,0.0,50-47+81-1,0.0,0.0,0.0,default,True,50-47+81-1,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,642,0.0,66*66+71-60,0.0,0.0,0.0,default,True,66*66+71-60,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,646,0.0,67-2-8+95,0.0,0.0,0.0,default,False,67-2-8,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,661,0.0,64*46+18,0.0,0.0,0.0,default,True,64*46+18,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,681,0.0,69-22-26+56,0.0,0.0,0.0,default,False,69-22-26,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,707,0.0,63+32-18*54/32,0.0,0.0,0.0,default,False,63+32-18-54,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,723,0.0,100-58,0.0,0.0,0.0,default,True,100-58,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,729,0.0,73*9+4*9,0.0,0.0,0.0,default,True,73*9+4*9,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,-1.0,0.0,782,-1.0,82+10+19=101,1.0,0.0,1.0,default,False,82+10+19,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,840,0.0,91+22-10+40,0.0,0.0,0.0,default,True,91+22-10+40,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,848,0.0,61*17+5*12,0.0,0.0,0.0,default,True,61*17+5*12,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,855,0.0,71*9+4*55,0.0,0.0,0.0,default,False,71*9+4*55,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,874,0.0,90*92-32-67,0.0,0.0,0.0,default,False,90*32-92-67,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,882,0.0,82+48-65,0.0,0.0,0.0,default,True,82+48-65,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,892,0.0,87*12-10*4,0.0,0.0,0.0,default,True,87*12-10*4,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,910,0.0,84-20+21-14,0.0,0.0,0.0,default,True,84-20+21-14,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,980,0.0,53*14+12*11,0.0,0.0,0.0,default,True,53*14+12*11,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,982,0.0,91*59-86-46,0.0,0.0,0.0,default,True,91*59-86-46,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,99,0.0,85+12+68-10,0.0,0.0,0.0,default,True,85+12+68-10,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign-1,0.0,0.0,999,0.0,74-50+39-71,0.0,0.0,0.0,default,True,74-50+39-71,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,1004,0.0,76+81-51+13,0.0,0.0,0.0,default,False,76+81+13-51,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,1009,0.0,,1.0,0.0,1.0,default,False,87+30-83-58=92,0.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,1030,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,1042,-1.0,,1.0,0.0,1.0,default,False,21+89+37-1,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,1052,-1.0,,1.0,0.0,1.0,default,False,39+76-100+4,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,1085,-1.0,,1.0,0.0,1.0,default,False,30*44/(8+32),0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,134,-1.0,,1.0,0.0,1.0,default,False,39+76+41-3,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,177,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,190,-1.0,,1.0,0.0,1.0,default,False,8*16-15-77,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,200,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,216,0.0,,1.0,0.0,1.0,default,False,,0.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,218,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,219,-1.0,,1.0,0.0,1.0,default,False,33+87+93-84,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,1.0,230,-1.0,,1.0,0.0,1.0,default,False,91+18+74-52,0.0,1.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,237,-1.0,,1.0,0.0,1.0,default,False,53*43,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,238,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,247,-1.0,,1.0,0.0,1.0,default,False,37+67-40-24,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,249,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,299,-1.0,,1.0,0.0,1.0,default,False,99*97-89-99,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,328,-1.0,,1.0,0.0,1.0,default,False,78-20-49+78,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,345,-1.0,,1.0,0.0,1.0,default,False,44-40+5,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,359,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,367,-1.0,,1.0,0.0,1.0,default,False,57-4-8-81,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,371,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,382,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,392,-1.0,,1.0,0.0,1.0,default,False,36*11-30*60,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,40,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,413,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,415,-1.0,,1.0,0.0,1.0,default,False,2*29+77-52,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,424,-1.0,,1.0,0.0,1.0,default,False,21+21+76-42,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,473,-1.0,,1.0,0.0,1.0,default,False,41+26-36,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,475,-1.0,,1.0,0.0,1.0,default,False,66+38+55-58,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,483,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,522,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,529,-1.0,,1.0,0.0,1.0,default,False,82*99-14-4,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,534,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,578,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,583,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,586,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,599,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,604,-1.0,,1.0,0.0,1.0,default,False,71+46+43-2,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,605,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,622,0.0,47+69+79-98,0.0,0.0,0.0,default,True,47+69+79-98,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,623,-1.0,,1.0,0.0,1.0,default,False,59+29-32,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,632,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,642,-1.0,,1.0,0.0,1.0,default,False,66+66+71,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,646,-1.0,,1.0,0.0,1.0,default,False,8*(95-67)-2,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,661,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,681,0.0,,1.0,0.0,1.0,default,False,22+56-69-26=35,0.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,707,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,723,-1.0,,1.0,0.0,1.0,default,False,24*72-100-47,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,729,-1.0,,1.0,0.0,1.0,default,False,73*9+4-99,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,782,-1.0,,1.0,0.0,1.0,default,False,10*19+82-89,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,840,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,848,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,855,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,874,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,882,-1.0,,1.0,0.0,1.0,default,False,82+48-71,0.0,0.0,0.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,892,-1.0,,1.0,0.0,1.0,default,False,4*12+10-87,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,910,0.0,84+21-20-14,0.0,0.0,0.0,default,True,84+21-20-14,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,980,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1442006728:s0.0075:sign1,-1.0,0.0,982,-1.0,,1.0,0.0,1.0,default,False,46*91-59*86,0.0,0.0,0.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,99,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1442006728:s0.0075:sign1,0.0,0.0,999,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,1004,0.0,7681-5113,0.0,0.0,0.0,default,True,7681-5113,0.0,0.0,0.0
False,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,1009,1.0,87-30+83-58,0.0,0.0,0.0,default,False,87+30-83-58=92,0.0,0.0,1.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,1030,0.0,96+37+60-66,0.0,1.0,0.0,default,True,96+37+60-66,0.0,1.0,0.0
False,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,1042,0.0,2189-371,0.0,0.0,0.0,default,False,21+89-37,0.0,0.0,0.0
False,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,1052,0.0,39+76+4,0.0,0.0,0.0,default,False,394+76-100,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,1085,0.0,308 + 44 - 32,0.0,0.0,0.0,default,True,308 + 44 - 32,0.0,0.0,0.0
False,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,134,0.0,39+76+3-41,0.0,0.0,0.0,default,False,393+76-41,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,177,0.0,3480-70+99,0.0,0.0,0.0,default,True,3480-70+99,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,190,0.0,87-13,0.0,0.0,0.0,default,True,87-13,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,200,0.0,65,0.0,0.0,0.0,default,True,65,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,216,0.0,2*59+76-11,0.0,0.0,0.0,default,True,2*59+76-11,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,218,0.0,10*5+65*3,0.0,0.0,0.0,default,True,10*5+65*3,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,219,0.0,33+87+93-84,0.0,0.0,0.0,default,True,33+87+93-84,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,230,0.0,91+18+74-52,0.0,1.0,0.0,default,True,91+18+74-52,0.0,1.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,237,0.0,538122,0.0,0.0,0.0,default,True,538122,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,238,0.0,3525+279,0.0,0.0,0.0,default,True,3525+279,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,247,0.0,37+40+17,0.0,0.0,0.0,default,True,37+40+17,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,249,0.0,97-18+39-56,0.0,0.0,0.0,default,True,97-18+39-56,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,299,0.0,9989-97,0.0,0.0,0.0,default,True,9989-97,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,328,0.0,78-20+49,0.0,0.0,0.0,default,True,78-20+49,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,345,0.0,44-40+5,0.0,0.0,0.0,default,True,44-40+5,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,359,0.0,6724+6598,0.0,0.0,0.0,default,True,6724+6598,0.0,0.0,0.0
False,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,367,0.0,57+4+8-49,0.0,0.0,0.0,default,False,57+4+8-48,0.0,0.0,0.0
False,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,371,0.0,2*32+62-97,0.0,0.0,0.0,default,False,2 * 62 - 97 - 32,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,382,0.0,25*11+90-50,0.0,0.0,0.0,default,True,25*11+90-50,0.0,0.0,0.0
False,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,392,1.0,36*11+60*30,0.0,0.0,0.0,default,False,363011+60*,0.0,0.0,1.0
False,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,40,0.0,67-18+27,0.0,0.0,0.0,default,False,67-18-27,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,413,0.0,27*22+74-46,0.0,0.0,0.0,default,True,27*22+74-46,0.0,0.0,0.0
False,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,415,1.0,2*29+77,0.0,0.0,0.0,default,False,2*29+77=102,0.0,0.0,1.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,424,0.0,21+97,0.0,0.0,0.0,default,True,21+97,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,473,0.0,41+14,0.0,0.0,0.0,default,True,41+14,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,475,0.0,66+55+95,0.0,0.0,0.0,default,True,66+55+95,0.0,0.0,0.0
False,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,483,0.0,39+59-26,0.0,0.0,0.0,default,False,39+59-26+70,0.0,0.0,0.0
False,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,522,0.0,63-44+33-79,0.0,0.0,0.0,default,False,63-44+33+79,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,529,0.0,824 + 9914,0.0,0.0,0.0,default,True,824 + 9914,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,534,0.0,835*9-35,0.0,0.0,0.0,default,True,835*9-35,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,578,0.0,9646-55,0.0,0.0,0.0,default,True,9646-55,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,583,0.0,25*90+10*53,0.0,0.0,0.0,default,True,25*90+10*53,0.0,0.0,0.0
False,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,586,0.0,87-6*53+41,0.0,0.0,0.0,default,False,87-6-41-53,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,599,0.0,56div4+14,0.0,0.0,1.0,default,True,56div4+14,0.0,0.0,1.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,604,0.0,7146+432,0.0,0.0,0.0,default,True,7146+432,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,605,0.0,53+58+67-41,0.0,0.0,0.0,default,True,53+58+67-41,0.0,0.0,0.0
False,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,622,-1.0,4769+79=199,0.0,0.0,1.0,default,False,4779+69,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,623,0.0,59-29+53-32,0.0,0.0,0.0,default,True,59-29+53-32,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,632,0.0,50-1+81-47,0.0,0.0,0.0,default,True,50-1+81-47,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,642,0.0,66*60+71,0.0,0.0,0.0,default,True,66*60+71,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,646,0.0,82+2+67-95,0.0,0.0,0.0,default,True,82+2+67-95,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,661,0.0,6418+4669,0.0,0.0,0.0,default,True,6418+4669,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,681,0.0,69-56+22,0.0,0.0,0.0,default,True,69-56+22,0.0,0.0,0.0
False,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,1.0,707,0.0,18+54+32-16,0.0,0.0,0.0,default,False,18+54+63-32,0.0,1.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,723,0.0,24*72+47-100,0.0,0.0,0.0,default,True,24*72+47-100,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,0.0,0.0,729,0.0,734+99,0.0,0.0,0.0,default,True,734+99,0.0,0.0,0.0
True,factor_gaussian_lora:seed1530295774:s0.0075:sign-1,-1.0,0.0,782,0.0,10+19+82=103,1.0,0.0,1.0,default,True,10+19+82=103,0.0,0.0,1.0
